"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1987096835039896067","Sat Nov 08 09:56:18 +0000 2025","0","MBG dorong peningkatan SDM Dan Ekonomi Daerah #MBG #makanbergizigratis https://t.co/Hzz5HfJRfR","1987096835039896067","https://pbs.twimg.com/media/G5OWCKMbIAEtZyE.jpg","","in","","0","1","0","https://x.com/undefined/status/1987096835039896067","549889699",
"1987063728819610069","Sat Nov 08 07:44:45 +0000 2025","0","Program MBG di Papua bukan sekadar berbagi makanan tapi membangun generasi sehat dan cerdas melalui kolaborasi antara pemerintah sekolah dan masyarakat. #MakanBergiziGratis #PapuaSehat #MBGPapua #IndonesiaEmas2045 #PapuaBebasStunting https://t.co/1bBz3sV9g9","1987063728819610069","https://pbs.twimg.com/media/G5N37VPb0AALzLI.jpg","","in","","0","0","0","https://x.com/undefined/status/1987063728819610069","2850437696",
"1987057222141288747","Sat Nov 08 07:18:54 +0000 2025","0","Program MBG di Papua bukan sekadar berbagi makanan tapi membangun generasi sehat dan cerdas melalui kolaborasi antara pemerintah sekolah dan masyarakat. Setiap piring bergizi adalah langkah kecil menuju masa depan yang besar. #MakanBergiziGratis #PapuaSehat #MBGPapua https://t.co/AyLYLcAOXp","1987057222141288747","https://pbs.twimg.com/media/G5Nx_qLbIAYOUVO.jpg","","in","","0","0","0","https://x.com/undefined/status/1987057222141288747","1622465303144988672",
"1987028525636067457","Sat Nov 08 05:24:52 +0000 2025","0","MBG-Preneur lahir di Tangerang! Apa harapanmu untuk UMKM dan gizi nasional ke depannya? #MakanBergiziGratis #BantenSehat https://t.co/UbqozV9cGA","1987028525636067457","https://pbs.twimg.com/media/G5NX6asbIAIMovI.jpg","","in","","0","0","0","https://x.com/undefined/status/1987028525636067457","359802769",
"1987028205707173940","Sat Nov 08 05:24:24 +0000 2025","0","Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda. #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/tM5KhI2QFv","1987028409801974044","https://pbs.twimg.com/media/G5NXylCa0AA1j2q.jpg","MAKsahang","in","","0","0","0","https://x.com/undefined/status/1987028409801974044","1603264295051022336",
"1987028205707173940","Sat Nov 08 05:24:15 +0000 2025","0","Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda. #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/dPbxirkjSB","1987028369289187839","https://pbs.twimg.com/media/G5NXwf9bIAEKgg7.jpg","MAKsahang","in","","0","1","0","https://x.com/undefined/status/1987028369289187839","1603264295051022336",
"1987028205707173940","Sat Nov 08 05:24:06 +0000 2025","0","Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda. #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/yNiY2Cl5EZ","1987028334245802010","https://pbs.twimg.com/media/G5NXu2RbIAMbwQp.jpg","MAKsahang","in","","0","1","0","https://x.com/undefined/status/1987028334245802010","1603264295051022336",
"1987028205707173940","Sat Nov 08 05:23:51 +0000 2025","0","Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda. #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/SCZYRv5KuS","1987028269737324993","https://pbs.twimg.com/media/G5NXqjCbIAAj4X7.jpg","MAKsahang","in","","0","1","0","https://x.com/undefined/status/1987028269737324993","1603264295051022336",
"1987024226604437706","Sat Nov 08 05:07:47 +0000 2025","0","Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda. Langkah nyata menuju Indonesia Emas 2045!. #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/2oGIJGLgKC","1987024226604437706","https://pbs.twimg.com/media/G5NUAO6bIAAxs3V.jpg","","in","","0","0","0","https://x.com/undefined/status/1987024226604437706","1725402791131459584",
"1987000568272069112","Sat Nov 08 03:33:47 +0000 2025","0","Program Makan Bergizi Gratis (MBG) terus digencarkan di Jawa Tengah! Hingga awal November 2025 sudah 6 3 juta penerima manfaat merasakan dampaknya mulai dari siswa ibu hamil hingga balita. #jawatengah #jateng #gubernurjateng #ahmadluthfi #gibran #MBG #makanbergizigratis","1987000570952228971","","humasjateng","in","","0","0","0","https://x.com/undefined/status/1987000570952228971","2276246437",
"1986999926077964770","Sat Nov 08 03:31:13 +0000 2025","0","Wakil Presiden @gibran_tweet meninjau pelaksanaan Program Makan Bergizi Gratis (MBG) di SMPN 9 Salatiga. Dalam kunjungan tersebut beliau berdialog langsung dgn para siswa dan mendengarkan tanggapan mereka tentang program MBG yang dinilai sgt bermanfaat. #MakanBergiziGratis https://t.co/We8tqN2yqK","1986999926077964770","https://pbs.twimg.com/ext_tw_video_thumb/1986999777289293824/pu/img/xSJ71GVVwr3A0TAC.jpg","","in","","0","0","0","https://x.com/undefined/status/1986999926077964770","1860652149954498560",
"1986995664233144414","Sat Nov 08 03:14:17 +0000 2025","0","Program Makan Bergizi Gratis (MBG) di Jateng terus memberi manfaat nyata. Wapres Gibran Rakabuming Raka dan Gubernur Ahmad Luthfi meninjau langsung pelaksanaannya di Salatiga. Hingga kini 6 3 juta penerima telah merasakan manfaatnya. #MBGJateng #MakanBergiziGratis https://t.co/Ubn5U12gxD","1986995664233144414","https://pbs.twimg.com/media/G5M6BqHbIAAD_VQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1986995664233144414","1712726641515151360",
"1986995512537719285","Sat Nov 08 03:13:41 +0000 2025","0","#BGN berkolaborasi dengan APIMSA ciptakan konsep #MBGpreneur Bukan hanya gizi untuk anak tapi juga gerakan pemberdayaan UMKM agar ekonomi rakyat tumbuh produktif #MakanBergiziGratis #EkonomiRakyat #GiziUntukBangsa https://t.co/jyZaPwkdbp","1986995512537719285","https://pbs.twimg.com/media/G5M54qRbkAAvnWo.jpg","","in","","0","0","0","https://x.com/undefined/status/1986995512537719285","1804674220389249024",
"1986995505847808228","Sat Nov 08 03:13:39 +0000 2025","0","Program #MBG di Jawa Tengah telah dinikmati lebih dari 6 3 juta penerima manfaat Wapres Gibran Rakabuming dan Gubernur Ahmad Luthfi turun langsung meninjau pelaksanaan di Salatiga #MakanBergiziGratis https://t.co/xAWCv9lTJm","1986995505847808228","https://pbs.twimg.com/media/G5M538HbcAA64OY.jpg","","in","","0","0","0","https://x.com/undefined/status/1986995505847808228","1804674220389249024",
"1986995159469560160","Sat Nov 08 03:12:17 +0000 2025","0","Wapres Gibran Rakabuming Raka bantu olahan singkong UMKM Salatiga masuk dalam menu #MBG Langkah ini mendorong ekonomi lokal dan memperkuat rantai pasok pangan daerah #MakanBergiziGratis https://t.co/5AG9UI41V3","1986995159469560160","https://pbs.twimg.com/media/G5M5kUlaoAA0OTX.jpg","","in","","0","0","0","https://x.com/undefined/status/1986995159469560160","1897709688281874434",
"1986994996814487953","Sat Nov 08 03:11:38 +0000 2025","0","Kepala BGN Dadan Hindayana: #MBG bukan sekadar makan bergizi tapi investasi sosial yang membuka peluang ekonomi masyarakat. #MakanBergiziGratis https://t.co/Yy8nmK42HV","1986994996814487953","https://pbs.twimg.com/media/G5M5a2XbIAMEqmn.jpg","","in","","0","0","0","https://x.com/undefined/status/1986994996814487953","1897709688281874434",
"1986993075223150673","Sat Nov 08 03:04:00 +0000 2025","0","Program makan bergizi gratis bukan hanya soal makanan tapi tentang rasa peduli dan gotong royong yang hidup di setiap daerah #MakanBergiziGratis https://t.co/YHoUeTAyie","1986993075223150673","https://pbs.twimg.com/media/G5MwbQTbIAE_R3v.jpg","","in","","0","0","0","https://x.com/undefined/status/1986993075223150673","1761234028316037121",
"1986992816145506406","Sat Nov 08 03:02:58 +0000 2025","0","Isi perut dulu biar kuat sekolah dan belajar tiap hari Program MBG hadir untuk bantu masyarakat tetap sehat dan semangat tanpa keluar biaya #MBG #MakanBergiziGratis https://t.co/erfJibuGIy","1986992816145506406","https://pbs.twimg.com/media/G5M3bgRb0AA5B7H.jpg","","in","","0","0","0","https://x.com/undefined/status/1986992816145506406","1707418170871717888",
"1986992517100007502","Sat Nov 08 03:01:47 +0000 2025","0","Pagi cerah semangat pun harus ikut cerah Jangan lupa mampir ke lokasi MBG isi tenaga dengan menu bergizi yang disiapkan gratis untuk semua #MBG #MakanBergiziGratis https://t.co/pgxZO5l8Rm","1986992517100007502","https://pbs.twimg.com/media/G5M3KJUbQAEras6.jpg","","in","","0","0","0","https://x.com/undefined/status/1986992517100007502","1707418170871717888",
"1986982291923738957","Sat Nov 08 02:21:09 +0000 2025","0","Program MBG di Papua bukan sekadar berbagi makanan tapi membangun generasi sehat dan cerdas melalui kolaborasi antara pemerintah sekolah dan masyarakat. Setiap piring bergizi adalah langkah kecil menuju masa depan yang besar. #MakanBergiziGratis #PapuaSehat https://t.co/axKMVI1EYZ","1986982291923738957","https://pbs.twimg.com/media/G5Mt2-wbIAEf05o.jpg","","in","","0","0","0","https://x.com/undefined/status/1986982291923738957","1609812785357287425",
"1986982148189122683","Sat Nov 08 02:20:35 +0000 2025","0","Kegiatan MBG di TK Permata Hati-2 Senin 6 Oktober 2025 anak-anak makan bersama dengan penuh semangat. Perut kenyang otak siap belajar masa depan Indonesia tumbuh dari sini. #MakanBergiziGratis https://t.co/YR8GUdHRvG","1986982148189122683","https://pbs.twimg.com/ext_tw_video_thumb/1986982114013876224/pu/img/lI0KbSHB5bg8XtcN.jpg","","in","","0","0","0","https://x.com/undefined/status/1986982148189122683","1182508564218138625",
"1986981645703127476","Sat Nov 08 02:18:35 +0000 2025","0","MBG perut kenyang otak cemerlang! Program makan bergizi gratis hadir untuk menumbuhkan generasi sehat dan berprestasi. Karena masa depan Indonesia dimulai dari meja makan yang penuh nutrisi. #MakanBergiziGratis https://t.co/Dvt9WDZe7r","1986981645703127476","https://pbs.twimg.com/media/G5MtRtsa4AAKjPP.jpg","","in","","0","0","0","https://x.com/undefined/status/1986981645703127476","1182508564218138625",
"1986981606347972730","Sat Nov 08 02:18:25 +0000 2025","0","Setiap suapan penuh gizi berasal dari tangan petani dan dapur lokal. Bersama Makan Bergizi Gratis kita tumbuhkan masa depan Indonesia. karena nutrisi sehat adalah fondasi generasi emas bangsa. #MakanBergiziGratis https://t.co/fjaqAc0B6V","1986981606347972730","https://pbs.twimg.com/media/G5MtPa0a4AAXa4F.jpg","","in","","0","0","0","https://x.com/undefined/status/1986981606347972730","1182508564218138625",
"1986977233244987840","Sat Nov 08 02:01:03 +0000 2025","0","#konteksnews - Sebuah video yang memperlihatkan proses distribusi program Makan Bergizi Gratis (MBG) di SDN Cinangsi Kecamatan Naringgul Kabupaten Cianjur tengah viral dan menuai perhatian publik. (ag) #MakanBergiziGratis #MBG #ProgramPemerintah #Cianjur #Naringgul https://t.co/wNbJ1JQ3i2","1986977233244987840","https://pbs.twimg.com/ext_tw_video_thumb/1986977174801498112/pu/img/SxzI0g6oAVfdDhgn.jpg","","in","","0","0","0","https://x.com/undefined/status/1986977233244987840","1565270466238902274",
"1986972284922568909","Sat Nov 08 01:41:23 +0000 2025","0","Mari sukseskan program Makan Bergizi Gratis agar semua generasi muda tercukupi kebutuhan gizinya #MakanBergiziGratis https://t.co/tZRCdvsGGq","1986972284922568909","https://pbs.twimg.com/media/G5MkQY4asAAubaO.jpg","","in","","0","0","0","https://x.com/undefined/status/1986972284922568909","1357062904919576576",
"1986968462774968748","Sat Nov 08 01:26:12 +0000 2025","0","Makanan bergizi setiap hari untuk para pelajar bukan kemewahan tapi kebutuhan. Yuk jadi bagian dari gerakan #MakanBergiziGratis demi masa depan yang lebih baik! https://t.co/46bb0omDDx","1986968462774968748","https://pbs.twimg.com/media/G5MhSJHbIAUwqot.jpg","","in","","0","0","0","https://x.com/undefined/status/1986968462774968748","1618587232599937025",
"1986965817838477691","Sat Nov 08 01:15:41 +0000 2025","1","Tokoh Masyarakat dukung MBG di Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua https://t.co/nTrmq9owQR","1986965817838477691","https://pbs.twimg.com/media/G5Me4XkboAAgomh.jpg","","in","","0","0","0","https://x.com/undefined/status/1986965817838477691","1775536487343464448",
"1986965719431688302","Sat Nov 08 01:15:18 +0000 2025","1","Tokoh Adat dukung program MBG di Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua https://t.co/nftBUlwWV5","1986965719431688302","https://pbs.twimg.com/media/G5MeysKbIAEycqY.jpg","","in","","0","0","0","https://x.com/undefined/status/1986965719431688302","1775536487343464448",
"1986965634820043215","Sat Nov 08 01:14:58 +0000 2025","1","Makan bergizi gratis Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua https://t.co/dJNTPSx1so","1986965634820043215","https://pbs.twimg.com/media/G5MetwbbgAAxMw8.jpg","","in","","0","0","0","https://x.com/undefined/status/1986965634820043215","1775536487343464448",
"1986965571423117446","Sat Nov 08 01:14:42 +0000 2025","1","Program MBG di Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua https://t.co/Cf9Vk1YhqD","1986965571423117446","https://pbs.twimg.com/media/G5MeqCeaUAActZD.jpg","","in","","0","0","0","https://x.com/undefined/status/1986965571423117446","1775536487343464448",
"1986961580299616459","Sat Nov 08 00:58:51 +0000 2025","0","Program MBG hadir bukan sekadar janji tapi solusi nyata! Anak-anak kini belajar tanpa lapar makan sehat tiap hari dan prestasi pun meningkat. Gizi terpenuhi semangat tumbuh masa depan cerah #MBGuntukAnak #MakanBergiziGratis #HariPahlawan #NKRIHargaMati https://t.co/cDLUJebSyh","1986961580299616459","https://pbs.twimg.com/media/G5MbAcob0AAGo-z.jpg","","in","","0","0","0","https://x.com/undefined/status/1986961580299616459","1396832678989631489",
"1986961552449360199","Sat Nov 08 00:58:44 +0000 2025","0","Program MBG hadir bukan sekadar janji tapi solusi nyata! Anak-anak kini belajar tanpa lapar makan sehat tiap hari dan prestasi pun meningkat. Gizi terpenuhi semangat tumbuh masa depan cerah #MBGuntukAnak #MakanBergiziGratis #HariPahlawan #NKRIHargaMati https://t.co/yZGMFd2hNl","1986961552449360199","https://pbs.twimg.com/media/G5Ma-12bIAA8fIn.jpg","","in","","0","0","0","https://x.com/undefined/status/1986961552449360199","1396832678989631489",
"1986961509927559252","Sat Nov 08 00:58:34 +0000 2025","0","Program MBG hadir bukan sekadar janji tapi solusi nyata! Anak-anak kini belajar tanpa lapar makan sehat tiap hari dan prestasi pun meningkat. Gizi terpenuhi semangat tumbuh masa depan cerah #MBGuntukAnak #MakanBergiziGratis #HariPahlawan #NKRIHargaMati https://t.co/3lgpompKBt","1986961509927559252","https://pbs.twimg.com/media/G5Ma9NMagAAcOrw.jpg","","in","","0","0","0","https://x.com/undefined/status/1986961509927559252","1396832678989631489",
